Type,SKU,Name,Published,Featured,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
simple,1688-1748607527,Creative Resin Bear Pen Craft Office Desktop Study Decoration Classmates Friends Holiday Birthday Gift,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,17.95,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/O1CN01Gyk1BJ1dqUdUU9Iwg_!!1702133787-0-cib.310x310.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01Gyk1BJ1dqUdUU9Iwg_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607532,Leifeng Pagoda Model Handmade Leifeng Pagoda Souvenir Home Decoration Hangzhou Gift Travel Friends Colleague Birthday Gift,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,19.91,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/13906001399_316025720.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/13905983887_316025720.310x310.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607537,Trophy model alarm clock student bedside timing alarm clock alarm table children children learning clock holiday birthday gifts,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,8.15,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/2020/743/651/22373156347_316025720.310x310.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/2020/315/794/22283497513_316025720.310x310.jpg,https://cbu01.alicdn.com/img/ibank/2020/093/956/22283659390_316025720.310x310.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607541,Creative Children&#39;s Alarm Clock Plastic Cartoon Student Astronaut Alarm Clock Timing Function Dormitory Kids Cute Jump Seconds,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,6.98,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/O1CN016glCRi1dqUcTZ31zv_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/cms/upload/2015/460/315/2513064_1964054271.png",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607546,Creative romantic star lamp projection lamp USB cable bulk LED light connection line luminous toy accessories,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,0.82,Imported Products,,,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607551,Creative Romantic Couple Star Light Quiet LED Projection Light Star Night Light Friends Valentine&#39;s Day Gift,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,4.37,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/2017/213/295/4701592312_316025720.310x310.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/2017/839/196/4703691938_316025720.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607556,Electronic alarm clock with music display temperature lazy alarm multifunctional luminous LED alarm clock student gift ornaments,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,8.44,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/2017/358/638/4700836853_316025720.220x220.jpg,https://cbu01.alicdn.com/img/ibank/2017/180/158/4700851081_316025720.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607561,Balance Ball Swinging Weightlifting Little Iron Man Creative Weightlifting Sports Not Falling Tumbler Decoration Holiday Gift,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,5.04,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/2017/658/916/4703619856_316025720.310x310.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607566,Creative Romantic Couple Star Light Quiet LED Projection Light Star Night Light Friends Valentine&#39;s Day Gift,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,4.37,Imported Products,,,"https://cbu01.alicdn.com/img/ibank/2017/213/295/4701592312_316025720.310x310.jpg,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,https://cbu01.alicdn.com/img/ibank/2017/839/196/4703691938_316025720.jpg",,,,,,,,,,,,1,1,,,1,1
simple,1688-1748607571,Creative romantic star lamp projection lamp USB cable bulk LED light connection line luminous toy accessories,1,0,visible,....,.,,,taxable,,yes,,0,0,,,,,1,,,0.82,Imported Products,,,https://cbu01.alicdn.com/img/ibank/O1CN01N3a1AD1dqUYPAxbUY_!!1702133787-0-cib.jpg,,,,,,,,,,,,1,1,,,1,1
